,FILIAL,CODSUPERVISOR,Codigo,Data Início,Data Final
39362,1,73,42095,2023-10-17,2023-10-19
10980,1,111,42097,2023-10-17,2023-10-19
7446,1,111,42098,2023-10-17,2023-10-19
23494,1,114,42106,2023-10-17,2023-10-19
63772,1,104,42108,2023-10-17,2023-10-19
71310,1,108,42109,2023-10-17,2023-10-19
10023,1,111,42122,2023-10-17,2023-10-19
69948,1,108,42123,2023-10-17,2023-10-19
71317,1,108,42134,2023-10-17,2023-10-19
90693,2,86,42158,2023-10-17,2023-10-19
79081,1,115,42167,2023-10-17,2023-10-19
4648,1,111,42176,2023-10-17,2023-10-19
61964,1,104,42188,2023-10-17,2023-10-19
487,1,110,42195,2023-10-17,2023-10-19
18256,1,114,42196,2023-10-17,2023-10-19
5685,1,111,42204,2023-10-17,2023-10-19
39374,1,73,42219,2023-10-17,2023-10-19
91270,2,86,42228,2023-10-17,2023-10-19
39382,1,73,42230,2023-10-17,2023-10-19
69955,1,108,42245,2023-10-17,2023-10-19
38330,1,73,42256,2023-10-17,2023-10-19
74159,1,108,42260,2023-10-17,2023-10-19
54606,1,100,42261,2023-10-17,2023-10-19
85533,1,115,42267,2023-10-17,2023-10-19
63781,1,104,42273,2023-10-17,2023-10-19
92718,2,86,42279,2023-10-17,2023-10-19
57754,1,104,42280,2023-10-17,2023-10-19
38348,1,73,42291,2023-10-17,2023-10-19
29712,1,54,42299,2023-10-17,2023-10-19
62805,1,104,42310,2023-10-17,2023-10-19
69960,1,108,42314,2023-10-17,2023-10-19
92734,2,86,42329,2023-10-17,2023-10-19
77603,1,115,42332,2023-10-17,2023-10-19
54620,1,100,42350,2023-10-17,2023-10-19
13231,1,113,42368,2023-10-17,2023-10-19
53713,1,100,42371,2023-10-17,2023-10-19
29728,1,54,42374,2023-10-17,2023-10-19
7459,1,111,42376,2023-10-17,2023-10-19
74171,1,108,42377,2023-10-17,2023-10-19
10037,1,111,42381,2023-10-17,2023-10-19
54622,1,100,42394,2023-10-17,2023-10-19
67401,1,108,42397,2023-10-17,2023-10-19
92736,2,86,42403,2023-10-17,2023-10-19
61160,1,104,42416,2023-10-17,2023-10-19
52664,1,100,42420,2023-10-17,2023-10-19
83400,1,115,42431,2023-10-17,2023-10-19
44740,1,73,42432,2023-10-17,2023-10-19
30807,1,54,42436,2023-10-17,2023-10-19
14031,1,113,42444,2023-10-17,2023-10-19
37495,1,54,42461,2023-10-17,2023-10-19
60394,1,104,42480,2023-10-17,2023-10-19
39395,1,73,42510,2023-10-17,2023-10-19
92742,2,86,42512,2023-10-17,2023-10-19
51039,1,100,42515,2023-10-17,2023-10-19
7463,1,111,42527,2023-10-17,2023-10-19
14750,1,113,42530,2023-10-17,2023-10-19
33530,1,54,42539,2023-10-17,2023-10-19
35671,1,54,42542,2023-10-17,2023-10-19
74172,1,108,42559,2023-10-17,2023-10-19
42312,1,73,42561,2023-10-17,2023-10-19
88839,2,86,42567,2023-10-17,2023-10-19
33542,1,54,42585,2023-10-17,2023-10-19
22425,1,114,42594,2023-10-17,2023-10-19
49850,1,100,42602,2023-10-17,2023-10-19
39408,1,73,42624,2023-10-17,2023-10-19
62818,1,104,42629,2023-10-17,2023-10-19
41283,1,73,42635,2023-10-17,2023-10-19
43591,1,73,42640,2023-10-17,2023-10-19
5696,1,111,42643,2023-10-17,2023-10-19
3335,1,110,42644,2023-10-17,2023-10-19
71320,1,108,42646,2023-10-17,2023-10-19
61171,1,104,42647,2023-10-17,2023-10-19
27315,1,117,42651,2023-10-17,2023-10-19
57761,1,104,42676,2023-10-17,2023-10-19
91448,2,86,42690,2023-10-17,2023-10-19
91852,2,86,42697,2023-10-17,2023-10-19
75523,1,108,42698,2023-10-17,2023-10-19
64424,1,104,42712,2023-10-17,2023-10-19
44744,1,73,42720,2023-10-17,2023-10-19
24852,1,114,42721,2023-10-17,2023-10-19
66276,1,108,42738,2023-10-17,2023-10-19
75535,1,108,42745,2023-10-17,2023-10-19
72892,1,108,42747,2023-10-17,2023-10-19
15348,1,113,42748,2023-10-17,2023-10-19
62827,1,104,42756,2023-10-17,2023-10-19
92751,2,86,42760,2023-10-17,2023-10-19
55736,1,100,42778,2023-10-17,2023-10-19
22435,1,114,42783,2023-10-17,2023-10-19
62834,1,104,42788,2023-10-17,2023-10-19
62841,1,104,42789,2023-10-17,2023-10-19
62847,1,104,42790,2023-10-17,2023-10-19
87814,1,115,42791,2023-10-17,2023-10-19
33003,1,54,42793,2023-10-17,2023-10-19
43610,1,73,42812,2023-10-17,2023-10-19
75561,1,108,42826,2023-10-17,2023-10-19
10053,1,111,42869,2023-10-17,2023-10-19
63787,1,104,42874,2023-10-17,2023-10-19
89663,2,86,42880,2023-10-17,2023-10-19
7473,1,111,42885,2023-10-17,2023-10-19
67412,1,108,42889,2023-10-17,2023-10-19
52668,1,100,42899,2023-10-17,2023-10-19
17091,1,113,42901,2023-10-17,2023-10-19
22447,1,114,42914,2023-10-17,2023-10-19
74179,1,108,42919,2023-10-17,2023-10-19
23514,1,114,42921,2023-10-17,2023-10-19
38351,1,73,42924,2023-10-17,2023-10-19
35676,1,54,42925,2023-10-17,2023-10-19
29737,1,54,42955,2023-10-17,2023-10-19
72897,1,108,42968,2023-10-17,2023-10-19
80112,1,115,42978,2023-10-17,2023-10-19
42324,1,73,42984,2023-10-17,2023-10-19
81347,1,115,43000,2023-10-17,2023-10-19
86723,1,115,43014,2023-10-17,2023-10-19
40456,1,73,43028,2023-10-17,2023-10-19
12317,1,113,43033,2023-10-17,2023-10-19
11685,1,111,43039,2023-10-17,2023-10-19
25935,1,114,43049,2023-10-17,2023-10-19
72912,1,108,43060,2023-10-17,2023-10-19
59550,1,104,43072,2023-10-17,2023-10-19
64428,1,104,43083,2023-10-17,2023-10-19
86732,1,115,43108,2023-10-17,2023-10-19
64438,1,104,43114,2023-10-17,2023-10-19
39421,1,73,43117,2023-10-17,2023-10-19
60406,1,104,43118,2023-10-17,2023-10-19
11701,1,111,43120,2023-10-17,2023-10-19
37508,1,54,43125,2023-10-17,2023-10-19
37521,1,54,43126,2023-10-17,2023-10-19
8795,1,111,43129,2023-10-17,2023-10-19
64449,1,104,43139,2023-10-17,2023-10-19
17109,1,113,43141,2023-10-17,2023-10-19
56687,1,100,43143,2023-10-17,2023-10-19
85546,1,115,43146,2023-10-17,2023-10-19
56693,1,100,43150,2023-10-17,2023-10-19
35695,1,54,43151,2023-10-17,2023-10-19
35697,1,54,43152,2023-10-17,2023-10-19
39432,1,73,43160,2023-10-17,2023-10-19
3350,1,110,43173,2023-10-17,2023-10-19
16007,1,113,43174,2023-10-17,2023-10-19
84660,1,115,43175,2023-10-17,2023-10-19
44750,1,73,43177,2023-10-17,2023-10-19
7488,1,111,43190,2023-10-17,2023-10-19
16022,1,113,43193,2023-10-17,2023-10-19
4657,1,111,43200,2023-10-17,2023-10-19
17110,1,113,43202,2023-10-17,2023-10-19
76641,1,108,43212,2023-10-17,2023-10-19
56702,1,100,43217,2023-10-17,2023-10-19
4671,1,111,43220,2023-10-17,2023-10-19
58866,1,104,43225,2023-10-17,2023-10-19
27773,1,117,43227,2023-10-17,2023-10-19
67429,1,108,43228,2023-10-17,2023-10-19
79089,1,115,43231,2023-10-17,2023-10-19
37528,1,54,43244,2023-10-17,2023-10-19
8800,1,111,43245,2023-10-17,2023-10-19
53716,1,100,43268,2023-10-17,2023-10-19
82378,1,115,43271,2023-10-17,2023-10-19
23528,1,114,43274,2023-10-17,2023-10-19
15349,1,113,43280,2023-10-17,2023-10-19
12326,1,113,43282,2023-10-17,2023-10-19
17120,1,113,43287,2023-10-17,2023-10-19
41292,1,73,43295,2023-10-17,2023-10-19
34679,1,54,43310,2023-10-17,2023-10-19
48889,1,73,43314,2023-10-17,2023-10-19
43628,1,73,43332,2023-10-17,2023-10-19
11719,1,111,43340,2023-10-17,2023-10-19
87822,1,115,43345,2023-10-17,2023-10-19
11729,1,111,43346,2023-10-17,2023-10-19
6577,1,111,43347,2023-10-17,2023-10-19
7490,1,111,43354,2023-10-17,2023-10-19
72929,1,108,43357,2023-10-17,2023-10-19
61177,1,104,43362,2023-10-17,2023-10-19
77617,1,115,43364,2023-10-17,2023-10-19
18271,1,114,43368,2023-10-17,2023-10-19
2413,1,110,43383,2023-10-17,2023-10-19
49858,1,100,43387,2023-10-17,2023-10-19
33566,1,54,43391,2023-10-17,2023-10-19
37543,1,54,43412,2023-10-17,2023-10-19
12334,1,113,43415,2023-10-17,2023-10-19
15350,1,113,43427,2023-10-17,2023-10-19
15362,1,113,43430,2023-10-17,2023-10-19
72931,1,108,43434,2023-10-17,2023-10-19
38366,1,73,43436,2023-10-17,2023-10-19
506,1,110,43439,2023-10-17,2023-10-19
11734,1,111,43441,2023-10-17,2023-10-19
33572,1,54,43452,2023-10-17,2023-10-19
33005,1,54,43467,2023-10-17,2023-10-19
35707,1,54,43469,2023-10-17,2023-10-19
33586,1,54,43470,2023-10-17,2023-10-19
33592,1,54,43472,2023-10-17,2023-10-19
33611,1,54,43483,2023-10-17,2023-10-19
33621,1,54,43500,2023-10-17,2023-10-19
40471,1,73,43502,2023-10-17,2023-10-19
39434,1,73,43513,2023-10-17,2023-10-19
40474,1,73,43518,2023-10-17,2023-10-19
16035,1,113,43519,2023-10-17,2023-10-19
61982,1,104,43523,2023-10-17,2023-10-19
66286,1,108,43541,2023-10-17,2023-10-19
42333,1,73,43545,2023-10-17,2023-10-19
16040,1,113,43557,2023-10-17,2023-10-19
72936,1,108,43558,2023-10-17,2023-10-19
33631,1,54,43572,2023-10-17,2023-10-19
42348,1,73,43574,2023-10-17,2023-10-19
33633,1,54,43586,2023-10-17,2023-10-19
33649,1,54,43587,2023-10-17,2023-10-19
82395,1,115,43591,2023-10-17,2023-10-19
38377,1,73,43599,2023-10-17,2023-10-19
37552,1,54,43610,2023-10-17,2023-10-19
55746,1,100,43612,2023-10-17,2023-10-19
91452,2,86,43613,2023-10-17,2023-10-19
72942,1,108,43617,2023-10-17,2023-10-19
33657,1,54,43627,2023-10-17,2023-10-19
74182,1,108,43634,2023-10-17,2023-10-19
42368,1,73,43640,2023-10-17,2023-10-19
82405,1,115,43652,2023-10-17,2023-10-19
67437,1,108,43658,2023-10-17,2023-10-19
12349,1,113,43670,2023-10-17,2023-10-19
91861,2,86,43673,2023-10-17,2023-10-19
10067,1,111,43675,2023-10-17,2023-10-19
86744,1,115,43687,2023-10-17,2023-10-19
58889,1,104,43693,2023-10-17,2023-10-19
33664,1,54,43698,2023-10-17,2023-10-19
28490,1,54,43701,2023-10-17,2023-10-19
33687,1,54,43709,2023-10-17,2023-10-19
6583,1,111,43712,2023-10-17,2023-10-19
8813,1,111,43718,2023-10-17,2023-10-19
10990,1,111,43719,2023-10-17,2023-10-19
15363,1,113,43732,2023-10-17,2023-10-19
74190,1,108,43736,2023-10-17,2023-10-19
51049,1,100,43743,2023-10-17,2023-10-19
14037,1,113,43744,2023-10-17,2023-10-19
63791,1,104,43746,2023-10-17,2023-10-19
60413,1,104,43759,2023-10-17,2023-10-19
14043,1,113,43761,2023-10-17,2023-10-19
87831,1,115,43765,2023-10-17,2023-10-19
14754,1,113,43766,2023-10-17,2023-10-19
23534,1,114,43782,2023-10-17,2023-10-19
33014,1,54,43791,2023-10-17,2023-10-19
43632,1,73,43794,2023-10-17,2023-10-19
29748,1,54,43799,2023-10-17,2023-10-19
64469,1,104,43800,2023-10-17,2023-10-19
74215,1,108,43805,2023-10-17,2023-10-19
41302,1,73,43811,2023-10-17,2023-10-19
46232,1,73,43812,2023-10-17,2023-10-19
77637,1,115,43822,2023-10-17,2023-10-19
55762,1,100,43831,2023-10-17,2023-10-19
35723,1,54,43836,2023-10-17,2023-10-19
76644,1,108,43866,2023-10-17,2023-10-19
72949,1,108,43871,2023-10-17,2023-10-19
1708,1,110,43873,2023-10-17,2023-10-19
72950,1,108,43886,2023-10-17,2023-10-19
31730,1,54,43890,2023-10-17,2023-10-19
36375,1,54,43891,2023-10-17,2023-10-19
42369,1,73,43893,2023-10-17,2023-10-19
83406,1,115,43896,2023-10-17,2023-10-19
55769,1,100,43911,2023-10-17,2023-10-19
13237,1,113,43921,2023-10-17,2023-10-19
14049,1,113,43922,2023-10-17,2023-10-19
28502,1,54,43929,2023-10-17,2023-10-19
44761,1,73,43930,2023-10-17,2023-10-19
62858,1,104,43935,2023-10-17,2023-10-19
83414,1,115,43940,2023-10-17,2023-10-19
3370,1,110,43951,2023-10-17,2023-10-19
62863,1,104,43952,2023-10-17,2023-10-19
52017,1,100,43956,2023-10-17,2023-10-19
33022,1,54,43966,2023-10-17,2023-10-19
55778,1,100,43973,2023-10-17,2023-10-19
42383,1,73,43979,2023-10-17,2023-10-19
63792,1,104,43981,2023-10-17,2023-10-19
52669,1,100,43993,2023-10-17,2023-10-19
76658,1,108,44004,2023-10-17,2023-10-19
10072,1,111,44013,2023-10-17,2023-10-19
81357,1,115,44015,2023-10-17,2023-10-19
3380,1,110,44027,2023-10-17,2023-10-19
53718,1,100,44034,2023-10-17,2023-10-19
43636,1,73,44059,2023-10-17,2023-10-19
66302,1,108,44060,2023-10-17,2023-10-19
15364,1,113,44078,2023-10-17,2023-10-19
26263,1,117,44093,2023-10-17,2023-10-19
30825,1,54,44108,2023-10-17,2023-10-19
20932,1,114,44110,2023-10-17,2023-10-19
86747,1,115,44112,2023-10-17,2023-10-19
79096,1,115,44125,2023-10-17,2023-10-19
54639,1,100,44130,2023-10-17,2023-10-19
14056,1,113,44133,2023-10-17,2023-10-19
52675,1,100,44146,2023-10-17,2023-10-19
35730,1,54,44155,2023-10-17,2023-10-19
55785,1,100,44159,2023-10-17,2023-10-19
85567,1,115,44161,2023-10-17,2023-10-19
90697,2,86,44173,2023-10-17,2023-10-19
89670,2,86,44174,2023-10-17,2023-10-19
86752,1,115,44176,2023-10-17,2023-10-19
67442,1,108,44181,2023-10-17,2023-10-19
19214,1,114,44185,2023-10-17,2023-10-19
13246,1,113,44206,2023-10-17,2023-10-19
44778,1,73,44208,2023-10-17,2023-10-19
82410,1,115,44209,2023-10-17,2023-10-19
17122,1,113,44222,2023-10-17,2023-10-19
7493,1,111,44223,2023-10-17,2023-10-19
38397,1,73,44238,2023-10-17,2023-10-19
72962,1,108,44241,2023-10-17,2023-10-19
29767,1,54,44248,2023-10-17,2023-10-19
4673,1,111,44250,2023-10-17,2023-10-19
72973,1,108,44255,2023-10-17,2023-10-19
85581,1,115,44256,2023-10-17,2023-10-19
18275,1,114,44261,2023-10-17,2023-10-19
24871,1,114,44264,2023-10-17,2023-10-19
90712,2,86,44269,2023-10-17,2023-10-19
17133,1,113,44274,2023-10-17,2023-10-19
90722,2,86,44278,2023-10-17,2023-10-19
47553,1,73,44285,2023-10-17,2023-10-19
77641,1,115,44293,2023-10-17,2023-10-19
57775,1,104,44298,2023-10-17,2023-10-19
35735,1,54,44303,2023-10-17,2023-10-19
14757,1,113,44306,2023-10-17,2023-10-19
33696,1,54,44308,2023-10-17,2023-10-19
13247,1,113,44318,2023-10-17,2023-10-19
4694,1,111,44322,2023-10-17,2023-10-19
26822,1,117,44328,2023-10-17,2023-10-19
89676,2,86,44337,2023-10-17,2023-10-19
15367,1,113,44338,2023-10-17,2023-10-19
36388,1,54,44343,2023-10-17,2023-10-19
4714,1,111,44346,2023-10-17,2023-10-19
10098,1,111,44347,2023-10-17,2023-10-19
79106,1,115,44356,2023-10-17,2023-10-19
34693,1,54,44365,2023-10-17,2023-10-19
83424,1,115,44376,2023-10-17,2023-10-19
24872,1,114,44377,2023-10-17,2023-10-19
82429,1,115,44389,2023-10-17,2023-10-19
86767,1,115,44392,2023-10-17,2023-10-19
71344,1,108,44393,2023-10-17,2023-10-19
23545,1,114,44397,2023-10-17,2023-10-19
89690,2,86,44398,2023-10-17,2023-10-19
16045,1,113,44400,2023-10-17,2023-10-19
10995,1,111,44416,2023-10-17,2023-10-19
60416,1,104,44419,2023-10-17,2023-10-19
90723,2,86,44436,2023-10-17,2023-10-19
92753,2,86,44438,2023-10-17,2023-10-19
10104,1,111,44443,2023-10-17,2023-10-19
71345,1,108,44444,2023-10-17,2023-10-19
69972,1,108,44460,2023-10-17,2023-10-19
90726,2,86,44462,2023-10-17,2023-10-19
14060,1,113,44463,2023-10-17,2023-10-19
72979,1,108,44464,2023-10-17,2023-10-19
5705,1,111,44466,2023-10-17,2023-10-19
82431,1,115,44479,2023-10-17,2023-10-19
68340,1,108,44480,2023-10-17,2023-10-19
7514,1,111,44484,2023-10-17,2023-10-19
33714,1,54,44513,2023-10-17,2023-10-19
79113,1,115,44530,2023-10-17,2023-10-19
44782,1,73,44539,2023-10-17,2023-10-19
62871,1,104,44540,2023-10-17,2023-10-19
49869,1,100,44545,2023-10-17,2023-10-19
90748,2,86,44547,2023-10-17,2023-10-19
83426,1,115,44551,2023-10-17,2023-10-19
51062,1,100,44552,2023-10-17,2023-10-19
51069,1,100,44553,2023-10-17,2023-10-19
86770,1,115,44561,2023-10-17,2023-10-19
49875,1,100,44569,2023-10-17,2023-10-19
89695,2,86,44574,2023-10-17,2023-10-19
58895,1,104,44578,2023-10-17,2023-10-19
82445,1,115,44584,2023-10-17,2023-10-19
60429,1,104,44586,2023-10-17,2023-10-19
62884,1,104,44592,2023-10-17,2023-10-19
7518,1,111,44600,2023-10-17,2023-10-19
36396,1,54,44609,2023-10-17,2023-10-19
5712,1,111,44624,2023-10-17,2023-10-19
90754,2,86,44634,2023-10-17,2023-10-19
44798,1,73,44636,2023-10-17,2023-10-19
30837,1,54,44639,2023-10-17,2023-10-19
83446,1,115,44640,2023-10-17,2023-10-19
15372,1,113,44658,2023-10-17,2023-10-19
52022,1,100,44664,2023-10-17,2023-10-19
47574,1,73,44673,2023-10-17,2023-10-19
71350,1,108,44676,2023-10-17,2023-10-19
22453,1,114,44680,2023-10-17,2023-10-19
31743,1,54,44700,2023-10-17,2023-10-19
2415,1,110,44715,2023-10-17,2023-10-19
6598,1,111,44721,2023-10-17,2023-10-19
24895,1,114,44725,2023-10-17,2023-10-19
71366,1,108,44728,2023-10-17,2023-10-19
26267,1,117,44732,2023-10-17,2023-10-19
16062,1,113,44741,2023-10-17,2023-10-19
87837,1,115,44743,2023-10-17,2023-10-19
19219,1,114,44750,2023-10-17,2023-10-19
38410,1,73,44777,2023-10-17,2023-10-19
92765,2,86,44782,2023-10-17,2023-10-19
38416,1,73,44785,2023-10-17,2023-10-19
2418,1,110,44786,2023-10-17,2023-10-19
22458,1,114,44794,2023-10-17,2023-10-19
33024,1,54,44796,2023-10-17,2023-10-19
2421,1,110,44799,2023-10-17,2023-10-19
23548,1,114,44802,2023-10-17,2023-10-19
2442,1,110,44815,2023-10-17,2023-10-19
42395,1,73,44819,2023-10-17,2023-10-19
54642,1,100,44825,2023-10-17,2023-10-19
90763,2,86,44842,2023-10-17,2023-10-19
91881,2,86,44843,2023-10-17,2023-10-19
1720,1,110,44855,2023-10-17,2023-10-19
85586,1,115,44857,2023-10-17,2023-10-19
16063,1,113,44859,2023-10-17,2023-10-19
75565,1,108,44860,2023-10-17,2023-10-19
60434,1,104,44863,2023-10-17,2023-10-19
83451,1,115,44865,2023-10-17,2023-10-19
67456,1,108,44866,2023-10-17,2023-10-19
33722,1,54,44868,2023-10-17,2023-10-19
90767,2,86,44874,2023-10-17,2023-10-19
22468,1,114,44877,2023-10-17,2023-10-19
49885,1,100,44879,2023-10-17,2023-10-19
31746,1,54,44888,2023-10-17,2023-10-19
31765,1,54,44900,2023-10-17,2023-10-19
86781,1,115,44904,2023-10-17,2023-10-19
33735,1,54,44906,2023-10-17,2023-10-19
86786,1,115,44919,2023-10-17,2023-10-19
92775,2,86,44923,2023-10-17,2023-10-19
67464,1,108,44926,2023-10-17,2023-10-19
71389,1,108,44928,2023-10-17,2023-10-19
2443,1,110,44929,2023-10-17,2023-10-19
84666,1,115,44936,2023-10-17,2023-10-19
523,1,110,44944,2023-10-17,2023-10-19
75578,1,108,44947,2023-10-17,2023-10-19
51082,1,100,44954,2023-10-17,2023-10-19
42401,1,73,44958,2023-10-17,2023-10-19
79124,1,115,44963,2023-10-17,2023-10-19
66309,1,108,44967,2023-10-17,2023-10-19
89701,2,86,44970,2023-10-17,2023-10-19
24906,1,114,44989,2023-10-17,2023-10-19
52680,1,100,44990,2023-10-17,2023-10-19
67469,1,108,44992,2023-10-17,2023-10-19
24921,1,114,44994,2023-10-17,2023-10-19
65004,1,108,44995,2023-10-17,2023-10-19
90771,2,86,44997,2023-10-17,2023-10-19
2460,1,110,44999,2023-10-17,2023-10-19
2484,1,110,45000,2023-10-17,2023-10-19
1733,1,110,45003,2023-10-17,2023-10-19
89707,2,86,45008,2023-10-17,2023-10-19
89719,2,86,45011,2023-10-17,2023-10-19
38432,1,73,45018,2023-10-17,2023-10-19
74225,1,108,45022,2023-10-17,2023-10-19
76659,1,108,45023,2023-10-17,2023-10-19
74229,1,108,45030,2023-10-17,2023-10-19
24923,1,114,45036,2023-10-17,2023-10-19
11738,1,111,45041,2023-10-17,2023-10-19
33739,1,54,45050,2023-10-17,2023-10-19
23555,1,114,45056,2023-10-17,2023-10-19
76665,1,108,45058,2023-10-17,2023-10-19
42412,1,73,45063,2023-10-17,2023-10-19
23559,1,114,45067,2023-10-17,2023-10-19
58901,1,104,45072,2023-10-17,2023-10-19
46241,1,73,45076,2023-10-17,2023-10-19
42427,1,73,45086,2023-10-17,2023-10-19
11011,1,111,45087,2023-10-17,2023-10-19
55800,1,100,45089,2023-10-17,2023-10-19
71395,1,108,45091,2023-10-17,2023-10-19
29779,1,54,45096,2023-10-17,2023-10-19
23560,1,114,45102,2023-10-17,2023-10-19
75597,1,108,45120,2023-10-17,2023-10-19
59558,1,104,45127,2023-10-17,2023-10-19
38440,1,73,45129,2023-10-17,2023-10-19
24930,1,114,45135,2023-10-17,2023-10-19
40487,1,73,45137,2023-10-17,2023-10-19
81361,1,115,45139,2023-10-17,2023-10-19
11016,1,111,45147,2023-10-17,2023-10-19
11749,1,111,45157,2023-10-17,2023-10-19
60443,1,104,45163,2023-10-17,2023-10-19
72992,1,108,45168,2023-10-17,2023-10-19
62886,1,104,45174,2023-10-17,2023-10-19
17143,1,113,45191,2023-10-17,2023-10-19
7538,1,111,45207,2023-10-17,2023-10-19
74249,1,108,45208,2023-10-17,2023-10-19
34702,1,54,45209,2023-10-17,2023-10-19
85600,1,115,45211,2023-10-17,2023-10-19
73010,1,108,45233,2023-10-17,2023-10-19
27775,1,117,45244,2023-10-17,2023-10-19
46243,1,73,45248,2023-10-17,2023-10-19
68368,1,108,45253,2023-10-17,2023-10-19
75610,1,108,45272,2023-10-17,2023-10-19
19968,1,114,45282,2023-10-17,2023-10-19
33760,1,54,45288,2023-10-17,2023-10-19
59562,1,104,45290,2023-10-17,2023-10-19
88857,2,86,45293,2023-10-17,2023-10-19
59574,1,104,45294,2023-10-17,2023-10-19
59575,1,104,45295,2023-10-17,2023-10-19
7546,1,111,45296,2023-10-17,2023-10-19
86793,1,115,45297,2023-10-17,2023-10-19
89723,2,86,45309,2023-10-17,2023-10-19
44802,1,73,45316,2023-10-17,2023-10-19
2495,1,110,45319,2023-10-17,2023-10-19
41305,1,73,45320,2023-10-17,2023-10-19
62892,1,104,45321,2023-10-17,2023-10-19
26837,1,117,45325,2023-10-17,2023-10-19
41309,1,73,45334,2023-10-17,2023-10-19
15376,1,113,45340,2023-10-17,2023-10-19
40489,1,73,45348,2023-10-17,2023-10-19
23567,1,114,45351,2023-10-17,2023-10-19
29780,1,54,45352,2023-10-17,2023-10-19
61187,1,104,45359,2023-10-17,2023-10-19
8822,1,111,45371,2023-10-17,2023-10-19
79137,1,115,45372,2023-10-17,2023-10-19
3394,1,110,45386,2023-10-17,2023-10-19
42437,1,73,45407,2023-10-17,2023-10-19
34711,1,54,45415,2023-10-17,2023-10-19
42457,1,73,45419,2023-10-17,2023-10-19
18283,1,114,45427,2023-10-17,2023-10-19
533,1,110,45428,2023-10-17,2023-10-19
58904,1,104,45429,2023-10-17,2023-10-19
66317,1,108,45430,2023-10-17,2023-10-19
2499,1,110,45442,2023-10-17,2023-10-19
47577,1,73,45446,2023-10-17,2023-10-19
73017,1,108,45447,2023-10-17,2023-10-19
19237,1,114,45458,2023-10-17,2023-10-19
51100,1,100,45468,2023-10-17,2023-10-19
29788,1,54,45472,2023-10-17,2023-10-19
22479,1,114,45473,2023-10-17,2023-10-19
87858,1,115,45483,2023-10-17,2023-10-19
82450,1,115,45497,2023-10-17,2023-10-19
33761,1,54,45500,2023-10-17,2023-10-19
77646,1,115,45502,2023-10-17,2023-10-19
61995,1,104,45503,2023-10-17,2023-10-19
38447,1,73,45504,2023-10-17,2023-10-19
1739,1,110,45506,2023-10-17,2023-10-19
24937,1,114,45510,2023-10-17,2023-10-19
33780,1,54,45520,2023-10-17,2023-10-19
83458,1,115,45533,2023-10-17,2023-10-19
29796,1,54,45534,2023-10-17,2023-10-19
86803,1,115,45553,2023-10-17,2023-10-19
12354,1,113,45573,2023-10-17,2023-10-19
53721,1,100,45576,2023-10-17,2023-10-19
1751,1,110,45578,2023-10-17,2023-10-19
89739,2,86,45579,2023-10-17,2023-10-19
68379,1,108,45584,2023-10-17,2023-10-19
10127,1,111,45587,2023-10-17,2023-10-19
80116,1,115,45588,2023-10-17,2023-10-19
86804,1,115,45594,2023-10-17,2023-10-19
89740,2,86,45605,2023-10-17,2023-10-19
11017,1,111,45625,2023-10-17,2023-10-19
57783,1,104,45629,2023-10-17,2023-10-19
87865,1,115,45630,2023-10-17,2023-10-19
49889,1,100,45636,2023-10-17,2023-10-19
87874,1,115,45640,2023-10-17,2023-10-19
92782,2,86,45643,2023-10-17,2023-10-19
75614,1,108,45650,2023-10-17,2023-10-19
33027,1,54,45655,2023-10-17,2023-10-19
30843,1,54,45663,2023-10-17,2023-10-19
62010,1,104,45670,2023-10-17,2023-10-19
89743,2,86,45672,2023-10-17,2023-10-19
71413,1,108,45675,2023-10-17,2023-10-19
89746,2,86,45677,2023-10-17,2023-10-19
88870,2,86,45680,2023-10-17,2023-10-19
65009,1,108,45695,2023-10-17,2023-10-19
19974,1,114,45712,2023-10-17,2023-10-19
55801,1,100,45715,2023-10-17,2023-10-19
89747,2,86,45730,2023-10-17,2023-10-19
71423,1,108,45731,2023-10-17,2023-10-19
75634,1,108,45733,2023-10-17,2023-10-19
71433,1,108,45734,2023-10-17,2023-10-19
31770,1,54,45745,2023-10-17,2023-10-19
52688,1,100,45773,2023-10-17,2023-10-19
64474,1,104,45781,2023-10-17,2023-10-19
59577,1,104,45782,2023-10-17,2023-10-19
67471,1,108,45787,2023-10-17,2023-10-19
23579,1,114,45789,2023-10-17,2023-10-19
16068,1,113,45796,2023-10-17,2023-10-19
15393,1,113,45798,2023-10-17,2023-10-19
77659,1,115,45808,2023-10-17,2023-10-19
91884,2,86,45821,2023-10-17,2023-10-19
76673,1,108,45837,2023-10-17,2023-10-19
14074,1,113,45851,2023-10-17,2023-10-19
89765,2,86,45858,2023-10-17,2023-10-19
13256,1,113,45862,2023-10-17,2023-10-19
88877,2,86,45869,2023-10-17,2023-10-19
5717,1,111,45875,2023-10-17,2023-10-19
14764,1,113,45877,2023-10-17,2023-10-19
3402,1,110,45880,2023-10-17,2023-10-19
60448,1,104,45889,2023-10-17,2023-10-19
71448,1,108,45895,2023-10-17,2023-10-19
68389,1,108,45899,2023-10-17,2023-10-19
33033,1,54,45906,2023-10-17,2023-10-19
23582,1,114,45912,2023-10-17,2023-10-19
67482,1,108,45915,2023-10-17,2023-10-19
14079,1,113,45923,2023-10-17,2023-10-19
57796,1,104,45936,2023-10-17,2023-10-19
75640,1,108,45937,2023-10-17,2023-10-19
28503,1,54,45944,2023-10-17,2023-10-19
